author_id,labels
22349,5
22350,5
22351,2 5
22352,2 5
22353,2 5
22354,2
22355,5
22356,5
22357,5
22358,7
22359,5
22360,5
22361,5
22362,2 5 8
22363,2 8
22364,1 8
22365,5
22366,5
22367,5
22368,5
22369,5
22370,5
22371,3 5
22372,3 8
22373,3
22374,3 5
22375,5
22376,5
22377,5
22378,5
22379,5
22380,5
22381,5
22382,5
22383,3
22384,3
22385,2 3
22386,0 3
22387,5
22388,1
22389,3
22390,3
22391,9
22392,9
22393,9
22394,9
22395,9
22396,9
22397,6
22398,6 7
22399,5
22400,5
22401,5
22402,5
22403,5
22404,5
22405,2
22406,2
22407,2
22408,2 3
22409,2 7
22410,3
22411,3 8
22412,6
22413,5
22414,5
22415,1
22416,1
22417,1
22418,1
22419,1
22420,2 5
22421,5 6
22422,5
22423,5
22424,5
22425,2
22426,2
22427,2
22428,2
22429,1
22430,1
22431,1
22432,1
22433,8
22434,8
22435,8
22436,3 8
22437,2
22438,2
22439,2
22440,2
22441,2
22442,2
22443,5
22444,2 5
22445,2 5
22446,3
22447,5
22448,9
22449,5
22450,5
22451,5
22452,3
22453,8
22454,5
22455,5
22456,3
22457,3
22458,5 9
22459,5
22460,5
22461,2
22462,5
22463,5
22464,5
22465,2 5 7
22466,5
22467,5
22468,5
22469,1
22470,1
22471,8
22472,8
22473,8
22474,5
22475,5
22476,3
22477,3
22478,5
22479,2
22480,2
22481,2
22482,7 9
22483,7 9
22484,7 9
22485,8
22486,8
22487,8
22488,8
22489,8
22490,5
22491,5
22492,5
22493,5
22494,2
22495,2
22496,5
22497,5
22498,5
22499,5
22500,5
22501,2
22502,2
22503,2
22504,2
22505,2
22506,2
22507,2
22508,5
22509,8
22510,5
22511,5
22512,3 5
22513,5
22514,5
22515,5
22516,5
22517,5
22518,5
22519,5
22520,2
22521,2
22522,2
22523,2
22524,2
22525,2
22526,2
22527,2
22528,3
22529,0
22530,0
22531,7
22532,7
22533,7
22534,7
22535,7
22536,7
22537,2
22538,2
22539,2
22540,0
22541,0
22542,0
22543,0
22544,2
22545,2
22546,5
22547,5
22548,5
22549,5
22550,2
22551,2
22552,2
22553,3
22554,0
22555,1
22556,7
22557,7
22558,7
22559,7
22560,7
22561,5 7
22562,5
22563,5
22564,5 9
22565,5
22566,3
22567,1
22568,1 2
22569,1
22570,1
22571,5
22572,5
22573,3 8
22574,5
22575,7
22576,7
22577,7
22578,7
22579,0
22580,0
22581,0 5
22582,5
22583,5
22584,5
22585,5
22586,5
22587,3 5
22588,5
22589,2
22590,2
22591,3
22592,3
22593,2
22594,3
22595,3
22596,3
22597,5
22598,0
22599,0
22600,0
22601,0
22602,0
22603,0
22604,0
22605,0
22606,8
22607,3 8
22608,1
22609,1
22610,0
22611,0
22612,0
22613,0
22614,0
22615,0
22616,5
22617,2 5 6
22618,8
22619,5
22620,5
22621,5
22622,5
22623,1
22624,0 1
22625,1
22626,5
22627,5
22628,5
22629,5
22630,5
22631,5
22632,3 8
22633,5
22634,5
22635,5
22636,5
22637,5
22638,0
22639,3
22640,3 5
22641,7
22642,7
22643,7
22644,3 5
22645,1
22646,1
22647,1
22648,0 1 7
22649,1
22650,1
22651,3
22652,3
22653,5
22654,3
22655,3
22656,5
22657,5
22658,2 5
22659,3
22660,2
22661,2
22662,2
22663,2
22664,2 3
22665,5
22666,5
22667,5
22668,5
22669,0 5
22670,0
22671,5
22672,0
22673,0 7
22674,0 7
22675,0
22676,3
22677,3
22678,3
22679,3
22680,8
22681,5
22682,5
22683,5
22684,5
22685,5
22686,5
22687,5
22688,5
22689,5
22690,5
22691,5
22692,3 7
22693,7
22694,7
22695,5
22696,5
22697,5
22698,5
22699,5
22700,8
22701,5
22702,3
22703,3
22704,3
22705,2 9
22706,5
22707,5
22708,6
22709,5 7
22710,5 7
22711,5 7
22712,5 7
22713,5 7
22714,5 7
22715,5 7
22716,3 5
22717,3 5
22718,3 5
22719,0 1
22720,2
22721,2
22722,2
22723,9
22724,5
22725,5
22726,5
22727,5
22728,5
22729,7
22730,7
22731,5
22732,2
22733,5 7 8
22734,5
22735,5
22736,5
22737,5
22738,5
22739,5
22740,5
22741,5
22742,5
22743,5
22744,5
22745,5
22746,5
22747,3
22748,3
22749,3
22750,3
22751,3
22752,3
22753,3
22754,5
22755,5
22756,5
22757,5
22758,5
22759,5
22760,0
22761,0
22762,0
22763,0
22764,5
22765,5
22766,5
22767,3
22768,5
22769,5
22770,5
22771,5
22772,5
22773,5
22774,7
22775,7
22776,9
22777,9
22778,8
22779,3
22780,3
22781,2
22782,0
22783,0
22784,0
22785,5
22786,5
22787,5
22788,3
22789,3
22790,2 9
22791,2 9
22792,1
22793,6
22794,1
22795,1
22796,1
22797,6
22798,6
22799,6
22800,0 6
22801,5
22802,5
22803,5
22804,5
22805,5
22806,5
22807,3
22808,3
22809,3
22810,5
22811,5
22812,5
22813,5
22814,2
22815,3
22816,3
22817,6
22818,6
22819,5
22820,5
22821,3
22822,3
22823,3
22824,3
22825,3
22826,2 3
22827,3
22828,2
22829,5
22830,0
22831,2
22832,2
22833,2
22834,1
22835,1
22836,3
22837,2 3 6
22838,3
22839,9
22840,2
22841,2
22842,2
22843,2
22844,5
22845,5
22846,3
22847,3
22848,3
22849,3
22850,3
22851,7
22852,7
22853,3
22854,3
22855,3
22856,3
22857,2
22858,2
22859,2
22860,2
22861,3
22862,3
22863,3
22864,5 8
22865,5 8
22866,5 8
22867,8
22868,8
22869,8
22870,5
22871,1
22872,1
22873,1
22874,1
22875,2
22876,2
22877,2
22878,5
22879,8
22880,8
22881,3
22882,3
22883,3
22884,8
22885,3 5
22886,3 5
22887,3
22888,3
22889,3
22890,3
22891,3
22892,0
22893,0
22894,0
22895,0
22896,5
22897,5
22898,3
22899,2 3
22900,3
22901,2
22902,1
22903,1
22904,1
22905,1
22906,3
22907,3
22908,5
22909,5
22910,5
22911,0 1 6
22912,0 1 6
22913,2
22914,6
22915,6
22916,0 6
22917,8
22918,8
22919,8
22920,8
22921,8
22922,0
22923,0
22924,3
22925,9
22926,1
22927,1
22928,1
22929,1
22930,1
22931,1
22932,5
22933,5
22934,5
22935,2 3 5
22936,5
22937,5
22938,5
22939,5
22940,5
22941,5
22942,5
22943,5
22944,5
22945,3 5
22946,8
22947,3 8
22948,9
22949,2
22950,2
22951,3
22952,0 5
22953,0
22954,0 5
22955,9
22956,5
22957,5
22958,5
22959,5
22960,5
22961,5
22962,5
22963,5
22964,5
22965,5
22966,5
22967,5
22968,5
22969,5
22970,5
22971,5
22972,5
22973,5
22974,5
22975,5
22976,5
22977,5
22978,5
22979,5
22980,5
22981,2
22982,3
22983,6
22984,6
22985,9
22986,9
22987,5
22988,5
22989,5
22990,3
22991,3
22992,3
22993,6
22994,5
22995,5
22996,5
22997,8
22998,8
22999,3 8 9
23000,8
23001,2
23002,2 5
23003,2 5
23004,2 5
23005,1
23006,1
23007,1
23008,5
23009,5 9
23010,5
23011,6
23012,7
23013,7
23014,0
23015,5
23016,5
23017,5
23018,5
23019,5
23020,5
23021,5
23022,5
23023,5 7
23024,0
23025,0 1 2
23026,0
23027,9
23028,9
23029,9
23030,3 8
23031,8
23032,8
23033,3 8
23034,5
23035,5
23036,8
23037,8
23038,2 8
23039,5
23040,5
23041,3
23042,3
23043,2
23044,2
23045,2
23046,2
23047,2
23048,5
23049,5 9
23050,5
23051,5
23052,5
23053,5
23054,5
23055,5
23056,5
23057,5
23058,5
23059,3
23060,3
23061,3
23062,2 9
23063,2 8
23064,2
23065,2
23066,2
23067,5
23068,5
23069,2
23070,9
23071,9
23072,9
23073,9
23074,9
23075,5
23076,5
23077,5 7
23078,5
23079,5
23080,5
23081,1 2 5
23082,8
23083,2 3 5
23084,8
23085,2
23086,2
23087,2
23088,2
23089,7
23090,5
23091,2
23092,2
23093,2
23094,2
23095,2
23096,9
23097,5
23098,5
23099,5
23100,5
23101,7
23102,0
23103,0
23104,0
23105,0
23106,0
23107,0
23108,7
23109,7
23110,5
23111,5
23112,2 3 5
23113,3
23114,3
23115,2
23116,2
23117,2
23118,2 7 8
23119,2 8
23120,8
23121,3
23122,2
23123,8
23124,8
23125,5 8
23126,8
23127,2
23128,2
23129,7
23130,3
23131,5
23132,5
23133,5
23134,5
23135,2 5
23136,8
23137,0 1
23138,0 1
23139,5
23140,5
23141,1
23142,1
23143,1
23144,1
23145,1
23146,1
23147,1
23148,1
23149,1
23150,1
23151,1
23152,1
23153,1
23154,1
23155,1
23156,5
23157,5
23158,5
23159,5
23160,5
23161,5
23162,2
23163,2
23164,8
23165,0 1
23166,5
23167,5
23168,5
23169,5
23170,5
23171,5
23172,5
23173,2
23174,2
23175,2
23176,3
23177,3
23178,8
23179,8
23180,8
23181,8
23182,8
23183,8
23184,8
23185,8
23186,6
23187,6
23188,5
23189,2
23190,2
23191,2
23192,5
23193,2
23194,2
23195,0
23196,0
23197,0
23198,5
23199,5
23200,5
23201,5
23202,5
23203,3
23204,3
23205,3
23206,3
23207,7
23208,6 9
23209,6 9
23210,0 1
23211,7
23212,7
23213,7
23214,7
23215,2
23216,2
23217,2
23218,2
23219,2
23220,2 5
23221,2
23222,2
23223,2
23224,5
23225,8
23226,2 3
23227,2 3
23228,2
23229,2
23230,2
23231,2
23232,2
23233,2
23234,2
23235,3
23236,3
23237,3 5
23238,5
23239,3
23240,3 8
23241,8
23242,3 8
23243,9
23244,9
23245,9
23246,5
23247,2
23248,2
23249,0
23250,0
23251,0
23252,0
23253,0
23254,0
23255,5 8
23256,5
23257,3
23258,3
23259,3
23260,2
23261,5
23262,1
23263,1
23264,1 5
23265,1
23266,1
23267,5
23268,7
23269,7
23270,7
23271,3
23272,3
23273,6
23274,6
23275,7
23276,0 1
23277,0
23278,8
23279,8
23280,8
23281,8
23282,5
23283,5
23284,5
23285,5
23286,8
23287,5
23288,5
23289,5
23290,7
23291,5
23292,5
23293,5
23294,5
23295,8
23296,8
23297,8
23298,8
23299,8
23300,8
23301,8
23302,5
23303,5
23304,5
23305,5
23306,0 1
23307,0
23308,0
23309,3 9
23310,5
23311,5
23312,5
23313,5
23314,1
23315,1
23316,1
23317,1
23318,1
23319,1
23320,1
23321,1
23322,1
23323,5
23324,5
23325,9
23326,9
23327,9
23328,5
23329,5
23330,5
23331,5
23332,5
23333,5
23334,5
23335,5
23336,5
23337,3 5
23338,3 5
23339,3 5
23340,5
23341,3
23342,3
23343,3
23344,3
23345,3
23346,3
23347,5
23348,5 7
23349,5
23350,5
23351,3
23352,2 3
23353,3
23354,3
23355,2
23356,2 7
23357,5
23358,5
23359,5
23360,5
23361,5
23362,3
23363,3 8
23364,5
23365,5
23366,5
23367,5
23368,3 5
23369,2
23370,5
23371,5
23372,5
23373,5
23374,5 7
23375,5 9
23376,5
23377,8
23378,5
23379,5
23380,5
23381,5
23382,5
23383,6
23384,3
23385,3
23386,5
23387,5
23388,5
23389,5
23390,2
23391,3
23392,3
23393,3
23394,3
23395,3
23396,3
23397,3
23398,1
23399,5
23400,3 8
23401,3
23402,3
23403,1
23404,1
23405,8
23406,6
23407,7
23408,7
23409,7
23410,7
23411,7
23412,5
23413,5
23414,3
23415,3
23416,3
23417,5
23418,2
23419,7
23420,7
23421,7
23422,3 5
23423,5
23424,3 5
23425,3
23426,2
23427,2
23428,2
23429,2 5
23430,2
23431,2 3
23432,9
23433,2
23434,2
23435,2
23436,5
23437,5
23438,5
23439,5
23440,2
23441,2
23442,5
23443,5
23444,5
23445,5
23446,5
23447,5
23448,5
23449,5
23450,5
23451,5
23452,2 5
23453,2
23454,2 5
23455,2
23456,5
23457,5
23458,5
23459,5
23460,3
23461,3
23462,3
23463,3
23464,3
23465,3
23466,8
23467,8
23468,6
23469,6
23470,5
23471,5
23472,5
23473,5
23474,7
23475,8
23476,6
23477,3
23478,3
23479,3
23480,3
23481,3
23482,3
23483,1
23484,1
23485,2
23486,2
23487,5
23488,5
23489,8
23490,3 5
23491,3 5
23492,3
23493,3
23494,3
23495,8
23496,8
23497,3
23498,5
23499,5
23500,5
23501,5
23502,2
23503,2 6 7
23504,2 6
23505,0
23506,5
23507,1
23508,5
23509,5
23510,5
23511,5
23512,8
23513,2 3
23514,9
23515,3
23516,3
23517,3
23518,5
23519,5
23520,5
23521,3
23522,3
23523,5
23524,5
23525,5
23526,5
23527,2
23528,2
23529,2
23530,2
23531,2
23532,2
23533,6
23534,6
23535,5
23536,5
23537,5
23538,5
23539,5
23540,5
23541,3 8
23542,3 8
23543,3 8
23544,5
23545,3
23546,5
23547,8
23548,8
23549,2
23550,2
23551,3
23552,3
23553,3
23554,3
23555,3
23556,5
23557,7
23558,2 7
23559,8
23560,3
23561,3
23562,8
23563,5
23564,2
23565,2
23566,8
23567,3 5 8
23568,9
23569,5 9
23570,9
23571,9
23572,9
23573,9
23574,9
23575,2
23576,2
23577,2
23578,2
23579,3
23580,3 8
23581,3
23582,2
23583,5
23584,5
23585,5
23586,5
23587,3
23588,3
23589,3
23590,8
23591,8
23592,8
23593,8
23594,8
23595,2 5
23596,5
23597,5
23598,5
23599,5
23600,3
23601,0 1 7
23602,3
23603,5
23604,5
23605,5
23606,3
23607,3
23608,3
23609,3
23610,3 5
23611,3 5
23612,3
23613,6
23614,6
23615,6
23616,6
23617,2
23618,2
23619,2
23620,3 5
23621,3 5
23622,3 5
23623,3 5
23624,3
23625,3
23626,2
23627,5
23628,2
23629,2
23630,2
23631,2 6 9
23632,2
23633,2
23634,2
23635,2
23636,3 5
23637,2
23638,0 2
23639,5
23640,5
23641,8
23642,8
23643,5
23644,6
23645,6
23646,5
23647,2
23648,2 5
23649,5
23650,5
23651,2
23652,5
23653,5
23654,5
23655,2
23656,2
23657,2
23658,5 6
23659,5
23660,5
23661,5
23662,5
23663,7
23664,7
23665,7
23666,7
23667,6
23668,0 5 6
23669,7
23670,7
23671,2
23672,2
23673,2
23674,2
23675,2
23676,2
23677,2
23678,7
23679,7 8
23680,7
23681,5
23682,5
23683,5
23684,8
23685,8
23686,1
23687,1
23688,1
23689,3
23690,3 5
23691,3
23692,3
23693,3
23694,0
23695,8
23696,8
23697,2 7
23698,2
23699,5
23700,5
23701,5
23702,5
23703,3
23704,3
23705,3
23706,3
23707,5
23708,5
23709,5
23710,5
23711,5
23712,5
23713,5
23714,5
23715,5
23716,5
23717,1
23718,1
23719,6
23720,5
23721,5
23722,5
23723,5
23724,5
23725,2
23726,5
23727,3 8
23728,5
23729,5
23730,5
23731,5
23732,5
23733,3
23734,5
23735,3
23736,3
23737,1
23738,1
23739,8
23740,3
23741,3
23742,2
23743,2
23744,8
23745,8
23746,5 7
23747,5
23748,7
23749,7
23750,2
23751,2
23752,2
23753,2
23754,2
23755,2
23756,8
23757,2 5
23758,5
23759,5
23760,5
23761,3
23762,3
23763,2
23764,2
23765,2
23766,2
23767,5
23768,5
23769,1
23770,1
23771,6
23772,1
23773,1
23774,1
23775,6
23776,6
23777,2
23778,2
23779,2
23780,2
23781,2
23782,5
23783,5
23784,5
23785,5
23786,5
23787,5
23788,5
23789,5
23790,5
23791,2
23792,3 8
23793,3
23794,5
23795,5
23796,7
23797,7
23798,7
23799,7
23800,5
23801,5
23802,5
23803,5
23804,7
23805,0
23806,0
23807,0
23808,0
23809,0
23810,0
23811,0
23812,0
23813,0
23814,0
23815,0
23816,0
23817,0
23818,0
23819,0
23820,0
23821,0
23822,2
23823,2
23824,2
23825,2
23826,3
23827,3
23828,3
23829,3
23830,5
23831,5
23832,5
23833,5
23834,5
23835,5
23836,5
23837,5
23838,5
23839,5
23840,5
23841,5
23842,5
23843,5
23844,5
23845,5
23846,5
23847,5
23848,5
23849,5
23850,0
23851,0
23852,0
23853,0
23854,2 5 9
23855,5
23856,2 5
23857,2
23858,2
23859,3
23860,3
23861,5
23862,5
23863,5
23864,5
23865,5
23866,7
23867,2
23868,5
23869,5
23870,5
23871,2
23872,2
23873,2
23874,2
23875,2 5
23876,2 5
23877,2 5
23878,2
23879,2
23880,0 7
23881,0
23882,5
23883,5
23884,5
23885,5
23886,5
23887,5
23888,5
23889,5
23890,5
23891,2 5
23892,3
23893,8
23894,8
23895,2 5
23896,1
23897,1
23898,0
23899,0
23900,5
23901,5
23902,5
23903,5
23904,5
23905,7
23906,7
23907,7
23908,7
23909,7
23910,5 7
23911,3
23912,3
23913,3
23914,3
23915,3
23916,5
23917,5
23918,8
23919,5 8
23920,5
23921,5
23922,3
23923,3
23924,5
23925,5
23926,5
23927,5
23928,5
23929,5
23930,5
23931,5
23932,8
23933,8
23934,5
23935,5
23936,5
23937,1
23938,1
23939,1 5
23940,1 5 7 9
23941,1
23942,1
23943,1 5
23944,6 7
23945,5
23946,5
23947,1
23948,1
23949,5
23950,2
23951,2
23952,0 1 6
23953,5
23954,5
23955,5
23956,2
23957,2
23958,3 5
23959,2 5
23960,2 5
23961,5
23962,5
23963,5
23964,5
23965,5
23966,5
23967,5
23968,7
23969,7
23970,3
23971,3
23972,3
23973,3
23974,2
23975,2
23976,2
23977,3
23978,3
23979,5
23980,5
23981,5
23982,5
23983,5
23984,5
23985,5
23986,8
23987,8
23988,8
23989,8
23990,8
23991,8
23992,8
23993,8
23994,8
23995,8
23996,2 3
23997,2
23998,2
23999,2
24000,2
24001,8
24002,8
24003,8
24004,8
24005,0 6
24006,0 6
24007,1
24008,1
24009,7
24010,7
24011,7
24012,0 1
24013,7 8
24014,7 8
24015,7 8
24016,3
24017,3
24018,0 1
24019,3
24020,0
24021,0
24022,1 2
24023,5
24024,0
24025,0
24026,0 1
24027,0
24028,0
24029,2
24030,2 5
24031,2 5
24032,5
24033,2 3 5
24034,5
24035,5
24036,5
24037,2
24038,2 7
24039,2 7
24040,8
24041,9
24042,3
24043,3
24044,3 9
24045,3
24046,5
24047,2 5
24048,2 5
24049,2
24050,9
24051,1
24052,0
24053,0
24054,5
24055,5
24056,5
24057,2
24058,2
24059,2
24060,2
24061,2 7
24062,2
24063,2
24064,2
24065,2
24066,2
24067,2
24068,7
24069,7
24070,7
24071,2 7
24072,8
24073,8
24074,9
24075,9
24076,5 8
24077,5
24078,5
24079,5
24080,5
24081,5
24082,5
24083,2
24084,2
24085,2
24086,2
24087,5
24088,5
24089,5
24090,5
24091,5
24092,8
24093,1
24094,1
24095,1
24096,8
24097,8
24098,8
24099,1
24100,0 1
24101,0 1
24102,3
24103,7
24104,7
24105,7
24106,7
24107,7
24108,2
24109,2
24110,2
24111,2
24112,3
24113,1
24114,1
24115,1
24116,1
24117,8
24118,8
24119,8
24120,8
24121,3
24122,3
24123,3
24124,3
24125,9
24126,3
24127,3
24128,8
24129,8
24130,5
24131,9
24132,3
24133,3
24134,9
24135,9
24136,3
24137,3
24138,8
24139,8
24140,5
24141,8
24142,2
24143,5
24144,5
24145,8
24146,5
24147,5
24148,5
24149,2
24150,2
24151,5
24152,5
24153,5
24154,5
24155,5
24156,5
24157,7
24158,7
24159,7
24160,5
24161,2
24162,2
24163,2 5
24164,2
24165,2
24166,2
24167,5
24168,5
24169,5
24170,8
24171,8
24172,1
24173,1
24174,1
24175,1
24176,1
24177,1 6
24178,5
24179,5
24180,5
24181,5
24182,5
24183,2
24184,2
24185,2
24186,5
24187,3 5
24188,3 5
24189,3
24190,2
24191,5
24192,5
24193,5
24194,5
24195,2
24196,2
24197,2
24198,2
24199,2
24200,2
24201,2
24202,2
24203,2
24204,5
24205,5
24206,5
24207,5
24208,5
24209,5
24210,5
24211,5
24212,5
24213,5 9
24214,5
24215,5
24216,7
24217,7
24218,7
24219,5
24220,5
24221,7
24222,7
24223,8
24224,9
24225,2 9
24226,9
24227,9
24228,0
24229,0
24230,0
24231,2
24232,2
24233,2 5
24234,2
24235,2
24236,5
24237,3
24238,3
24239,3
24240,3
24241,3
24242,5 7
24243,5 7
24244,5 7
24245,5 7
24246,6
24247,6
24248,6
24249,3 7
24250,0
24251,9
24252,9
24253,7 9
24254,5
24255,5
24256,3
24257,3 5
24258,3
24259,3
24260,3
24261,3
24262,6
24263,6
24264,6
24265,3
24266,3
24267,3
24268,8
24269,2
24270,2
24271,5
24272,5
24273,5
24274,5
24275,5
24276,5
24277,2
24278,5
24279,0
24280,9
24281,9
24282,9
24283,5
24284,5
24285,9
24286,5 9
24287,9
24288,2
24289,2
24290,2
24291,1
24292,1
24293,2
24294,6 7
24295,6 7
24296,7
24297,7
24298,7
24299,7
24300,5 7
24301,7
24302,7
24303,5
24304,5
24305,5
24306,5
24307,2 3
24308,3 5
24309,5
24310,5
24311,0 1
24312,3
24313,3
24314,3
24315,6
24316,6
24317,6
24318,6
24319,5
24320,5
24321,5
24322,5
24323,5
24324,5
24325,5
24326,7
24327,3
24328,3
24329,0
24330,0
24331,5
24332,0
24333,5
24334,5
24335,5
24336,5
24337,3
24338,2
24339,7
24340,7
24341,1
24342,1
24343,5
24344,5
24345,5
24346,5
24347,2
24348,2
24349,2 5
24350,5
24351,5
24352,5
24353,3
24354,3
24355,3
24356,3
24357,0
24358,0
24359,0
24360,0
24361,5
24362,5
24363,5
24364,1
24365,1
24366,1
24367,5
24368,5
24369,2 5
24370,5
24371,5
24372,5
24373,5
24374,2 3
24375,2 3 5
24376,1
24377,1 2
24378,1
24379,5
24380,5
24381,2 5
24382,2 5
24383,2
24384,2
24385,6
24386,3
24387,5
24388,5
24389,5
24390,5
24391,5
24392,5
24393,5
24394,3
24395,3
24396,3
24397,3
24398,3
24399,3
24400,5
24401,5
24402,5
24403,8
24404,7 8
24405,5
24406,5
24407,1
24408,1
24409,5
24410,5
24411,5
24412,5
24413,8
24414,2 8
24415,3
24416,3
24417,3
24418,3
24419,3
24420,8
24421,8
24422,3 8
24423,8
24424,7
24425,0
24426,0
24427,0
24428,0
24429,2
24430,2
24431,2
24432,2
24433,2 3
24434,2
24435,2
24436,2
24437,2
24438,2
24439,2
24440,2
24441,2
24442,2
24443,2
24444,2
24445,3
24446,3
24447,0
24448,0
24449,6
24450,2 3
24451,3
24452,3
24453,3
24454,3
24455,3
24456,9
24457,5
24458,5
24459,5
24460,3
24461,3
24462,3
24463,1
24464,1
24465,5
24466,5
24467,5
24468,5
24469,5
24470,5
24471,3
24472,3
24473,2
24474,5 6
24475,5
24476,5
24477,5
24478,5
24479,3
24480,3
24481,2 5
24482,3 5
24483,8
24484,8
24485,8
24486,7
24487,1
24488,1
24489,1
24490,1
24491,1 6
24492,1
24493,1
24494,0
24495,2
24496,2
24497,2
24498,2
24499,2
24500,2
24501,2 5
24502,5 7
24503,5
24504,5
24505,3
24506,6
24507,6
24508,6 9
24509,6
24510,6
24511,2
24512,2
24513,5
24514,5
24515,0 6
24516,0 6
24517,5
24518,5
24519,5
24520,5
24521,5
24522,5
24523,5
24524,5
24525,5
24526,2
24527,2
24528,5
24529,2
24530,2
24531,6
24532,6
24533,5
24534,5
24535,5
24536,5
24537,5
24538,3 8
24539,5
24540,9
24541,5
24542,5
24543,5
24544,5
24545,5
24546,5
24547,5
24548,5
24549,5
24550,5
24551,5
24552,5
24553,2
24554,2
24555,3
24556,5
24557,5
24558,5
24559,5
24560,5
24561,5
24562,8
24563,5
24564,5
24565,5
24566,5
24567,9
24568,9
24569,5
24570,5
24571,5
24572,5
24573,5
24574,5
24575,2 5
24576,5
24577,5
24578,5
24579,5
24580,5
24581,2 5
24582,7
24583,7
24584,7
24585,7
24586,7
24587,7
24588,7
24589,7
24590,7
24591,5 7
24592,9
24593,0
24594,9
24595,9
24596,2
24597,2
24598,5
24599,5
24600,5
24601,5
24602,5
24603,5
24604,6
24605,5 6
24606,3
24607,5
24608,7
24609,7
24610,0 2
24611,5
24612,5
24613,5
24614,8
24615,5
24616,2
24617,2 5
24618,5
24619,5
24620,6
24621,5
24622,5
24623,5
24624,8
24625,1
24626,1
24627,1
24628,5
24629,5
24630,7
24631,5
24632,5
24633,6
24634,6
24635,5
24636,5
24637,5
24638,5
24639,5
24640,5
24641,5
24642,5
24643,3
24644,3
24645,7
24646,3 7
24647,3
24648,3
24649,3
24650,5
24651,7 8
24652,2
24653,5
24654,2
24655,2
24656,2 5
24657,1
24658,1
24659,1
24660,5
24661,5
24662,7
24663,2
24664,5
24665,5
24666,2
24667,2
24668,5
24669,7
24670,2
24671,8
24672,8
24673,8
24674,8
24675,8
24676,8
24677,2
24678,2
24679,2
24680,3 8
24681,3 8
24682,5
24683,5
24684,3
24685,3
24686,3
24687,9
24688,9
24689,9
24690,8 9
24691,5
24692,5
24693,3
24694,3
24695,2
24696,2
24697,2
24698,2
24699,2
24700,2 5
24701,3
24702,6
24703,6
24704,9
24705,9
24706,3
24707,3
24708,3
24709,3
24710,2
24711,2
24712,2
24713,5
24714,5
24715,5
24716,5
24717,5
24718,9
24719,9
24720,9
24721,9
24722,9
24723,9
24724,9
24725,9
24726,1
24727,1
24728,1
24729,1
24730,5
24731,3
24732,5
24733,5
24734,3
24735,3
24736,3
24737,2
24738,9
24739,9
24740,2
24741,5
24742,5
24743,5
24744,5
24745,8
24746,8
24747,8
24748,5
24749,5
24750,5
24751,6
24752,6
24753,6
24754,0 1
24755,1
24756,1
24757,0 1
24758,1 5
24759,5
24760,1 5
24761,1 5
24762,5
24763,5
24764,7
24765,7
24766,7
24767,7
24768,7
24769,7 8
24770,5
24771,5
24772,5
24773,5
24774,2
24775,2
24776,2 5
24777,2 5
24778,7
24779,3
24780,3
24781,3
24782,3
24783,3
24784,3
24785,5
24786,3 8
24787,5
24788,2 5
24789,5 9
24790,9
24791,5
24792,2
24793,2
24794,2
24795,2
24796,5
24797,5
24798,5
24799,5
24800,5
24801,5
24802,7
24803,7
24804,7
24805,7
24806,2
24807,2
24808,2
24809,3
24810,3
24811,3
24812,3
24813,0 1
24814,0 1
24815,6
24816,6
24817,3
24818,3
24819,3 8
24820,1
24821,1
24822,2 5
24823,2 5
24824,9
24825,9
24826,9
24827,9
24828,3
24829,5
24830,5
24831,1
24832,1
24833,1
24834,1
24835,1 3
24836,1
24837,1
24838,0
24839,0
24840,0
24841,0
24842,2
24843,2
24844,2
24845,2
24846,5
24847,5
24848,3
24849,3
24850,5
24851,2 3
24852,5
24853,5
24854,3
24855,3
24856,3
24857,3
24858,3
24859,5
24860,5
24861,5
24862,5
24863,2 5
24864,2
24865,2
24866,2
24867,8
24868,8
24869,5
24870,3
24871,3
24872,3
24873,5
24874,2
24875,2
24876,8
24877,8
24878,8
24879,8
24880,8
24881,8
24882,8
24883,8
24884,8
24885,8
24886,8
24887,8
24888,8
24889,8
24890,8
24891,8
24892,8
24893,8
24894,8
24895,8
24896,8
24897,8
24898,8
24899,8
24900,8
24901,8
24902,8
24903,8
24904,8
24905,8
24906,8
24907,8
24908,8
24909,8
24910,8
24911,8
24912,8
24913,8
24914,8
24915,8
24916,8
24917,8
24918,8
24919,8
24920,8
24921,8
24922,8
24923,8
24924,8
24925,8
24926,8
24927,8
24928,8
24929,8
24930,8
24931,8
24932,8
24933,8
24934,8
24935,8
24936,8
24937,8
24938,3
24939,3
24940,2
24941,2
24942,2
24943,2
24944,5
24945,5
24946,5
24947,7
24948,3
24949,5 9
24950,5 9
24951,5 9
24952,5 7
24953,7
24954,5
24955,5
24956,5
24957,5
24958,5
24959,5
24960,0
24961,0
24962,0
24963,0
24964,3
24965,3 5
24966,5 8
24967,2 5 8
24968,6
24969,6
24970,5
24971,5
24972,5
24973,2
24974,3 8
24975,3
24976,5
24977,2
24978,2
24979,1 2
24980,3
24981,3
24982,1
24983,1
24984,1
24985,5
24986,5
24987,5
24988,3
24989,3
24990,3
24991,3
24992,5
24993,5
24994,5
24995,5
24996,2
24997,2
24998,2
24999,3
25000,3
25001,3
25002,2
25003,2
25004,2
25005,5
25006,3
25007,3
25008,3
25009,5
25010,0
25011,0
25012,0
25013,3
25014,2
25015,2
25016,5
25017,8
25018,8
25019,8
